$MFT Zone Definition,XP,7,8,10,SYSTEM\ControlSet###\ControlFileSystem / NtfsMftZoneReservation
64 BitShim Cache,7,HKLM\System\CurrentControlSet\Control\Session Manager\AppCompatCache\AppCompatCache
AIM,NTUSER.DAT\Software\America Online\AOL Instant MessengerCurrentVersion\Users
AIM,NTUSER.DAT\Software\America Online\AOL InstantMessengerCurrentVersion\Usersusername
AIM Away Messages,NTUSER.DAT\Software\America Online\AOL Instant Messenger(TM)CurrentVersion\Users\screen nameIAmGoneList
AIM File Transfers & Sharing,NTUSER.DAT\Software\America Online\AOL Instant MessengerCurrentVersion\Users\screen nameXfer
AIM Last User,NTUSER.DAT\Software\America Online\AOL Instant Messenger (TM)CurrentVersion\Login - Screen Name
AIM Profile Info,NTUSER.DAT\Software\America Online\AOL Instant MessengerCurrentVersion\Users\screen name\DirEntry
AIM Recent Contacts,NTUSER.DAT\Software\America Online\AOL Instant MessengerCurrentVersion\usersusernamerecent IM ScreenNames
AIM Saved Buddy List,NTUSER.DAT\Software\America Online\AOL Instant MessengerCurrentVersion\Users\username\Config Transport
AOL 8 Messenger Away Messages,7,NTUSER.DAT\Software\America Online\AOL Instant Messenger(TM)\CurrentVersion\Users\[screen name]\IAmGoneList
AOL 8 Messenger Buddy List,7,NTUSER.DAT\Software\America Online\AOL Instant Messenger\CurrentVersion\Users\username\Config Transport
AOL 8 Messenger File Transfers,7,NTUSER.DAT\Software\America Online\AOL Instant Messenger (TM)\Current Version\Users\[screen name]\Xfer
AOL 8 Messenger Information,7,NTUSER.DAT\Software\America Online\AOL Instant Messenger\CurrentVersion\Users\username
AOL 8 Messenger Last User,7,NTUSER.DAT\Software\America Online\AOL Instant Messenger (TM)\CurrentVersion\[Login - Screen Name]
AOL 8 Messenger Profile Info,7,NTUSER.DAT\Software\America Online\AOL Instant Messenger (TM)\CurrentVersion\Users\[screen name]\DirEntry
AOL 8 Messenger Recent Contact,7,NTUSER.DAT\Software\America Online\AOL Instant Messenger\CurrentVersion\users\username\[recent IM ScreenNames]
AOL 8 Messenger Registered User,7,NTUSER.DAT\Software\America Online\AOL Instant Messenger\CurrentVersion\Users
